data,lp,src,ref,pos,neg,pos.model,neg.model,bestmodel
newstest2019,en-fi,"Dettori sprays champagne after a double at Newmarket takes him to 3,000 wins","Dettori suihkuttaa samppanjaa sen jälkeen, kun kaksoisvoiton jälkeen hänellä on yhteensä 3000 voittoa","Dettori sumutetta samppanjaa, kun kaksinkertainen Newmarket vie hänet 3000 voittaa",Dettori sumut samppanja takana tupla päin Newmarket tulee hän kohti 3 000 voitot,online-A.0,apertium-unconstrained.4769,online-A.0
newstest2019,en-fi,"Dettori sprays champagne after a double at Newmarket takes him to 3,000 wins","Dettori suihkuttaa samppanjaa sen jälkeen, kun kaksoisvoiton jälkeen hänellä on yhteensä 3000 voittoa","Dettori sumutetta samppanjaa, kun kaksinkertainen Newmarket vie hänet 3000 voittaa",Dettorisumutetta samppanjan jälkeen Newmarket vie hänet 3 000 voittoon,online-A.0,AaltoHnmtMultitask.4873,online-A.0
newstest2019,en-fi,"Dettori sprays champagne after a double at Newmarket takes him to 3,000 wins","Dettori suihkuttaa samppanjaa sen jälkeen, kun kaksoisvoiton jälkeen hänellä on yhteensä 3000 voittoa","Dettori sumutetta samppanjaa, kun kaksinkertainen Newmarket vie hänet 3000 voittaa",Kaksinkertainen samppanja Newmarketin kaksinkertaiseksi kaksinkertaiseksi antaa hänelle 3 000 voittajaa,online-A.0,TALP-UPC.4939,online-A.0
newstest2019,en-fi,"Dettori sprays champagne after a double at Newmarket takes him to 3,000 wins","Dettori suihkuttaa samppanjaa sen jälkeen, kun kaksoisvoiton jälkeen hänellä on yhteensä 3000 voittoa","Dettori sumutetta samppanjaa, kun kaksinkertainen Newmarket vie hänet 3000 voittaa",Newmarketissa kaksinkertainen Dettori-ilmatorjuntaennätys on hänen mukaansa 3 000 voittaminen,online-A.0,AaltoHnmtFlatcat.4798,online-A.0
newstest2019,en-fi,"Frankie Dettori reaches 3,000 winners with victory at Newmarket on Predilection",Frankie Dettori voittaa Newmarketissa Predilectionin kanssa ja saavuttaa 3000 voittoa,Frankie Dettori tavoittaa 3000 voittajan kanssa voittoa Newmarketissa prediction,"Frankie Dettori tavoittaa 3,000 voittajaa voiton kanssa Newmarketin luona Predilectionilla.",HY-SMT.4882,HY-AH.4797,HY-SMT.4882
newstest2019,en-fi,"Three-time champion jockey Dettori, who earlier won on Ghayyar, said: ""It's special.""","Kolminkertainen mestarijockey Dettori, joka voitti aiemmin Ghayyarilla, sanoi: ”Tämä on erityistä.”","Kolme kertaa mestari kuski Dettori, joka aiemmin voittivat Ghayyar, sanoi: ""On erityistä.""","Kolminkertainen mestari Andreas Dettori, joka voitti aiemmin Ghayyarissa, sanoi: 5 min Stemp Blatterista.",online-A.0,AaltoHnmtFlatcat.4798,online-A.0
newstest2019,en-fi,The calculation model is unnecessarily complicated.,Laskentamalli on turhan monimutkainen.,Laskentamalli on tarpeettoman monimutkainen.,"keskiarvo metsä omistaja on et tekevä hetkelle se tasapainoinen, sanoo Hakkarainen.",online-B.0,apertium-unconstrained.4769,online-B.0
newstest2019,en-fi,The calculation model is unnecessarily complicated.,Laskentamalli on turhan monimutkainen.,Laskennan malli on turhan monimutkainen.,"keskiarvo metsä omistaja on et tekevä hetkelle se tasapainoinen, sanoo Hakkarainen.",online-G.0,apertium-unconstrained.4769,online-G.0
newstest2019,en-fi,The calculation model is unnecessarily complicated.,Laskentamalli on turhan monimutkainen.,Laskentamalli on turhan monimutkainen.,"keskiarvo metsä omistaja on et tekevä hetkelle se tasapainoinen, sanoo Hakkarainen.",HY-HNMT.4961,apertium-unconstrained.4769,HY-HNMT.4961
newstest2019,en-fi,"According to MTK and Hakkarainen, the effectiveness of the tax deduction would be greater, if the deduction could be made straight from the wood sales proceeds.","MTK:n ja Hakkaraisen mielestä verovähennyksen vaikuttavuus olisi suurempi, jos vähennyksen voisi tehdä suoraan puun myyntitulosta.","Mukaan MTK ja Hakkarainen, tehoa verovähennys olisi suurempi, jos vähennyksen voi tehdä suoraan puun myynnistä saadut tuotot.","MTK:n ja Hakkarainen mukaan verovähennyksen verovähennys olisi suurempi, jos vähennysvähennys voitaisiin tehdä suoraan puunmyynnin myynnistä.",HY-SMT.4882,AaltoHnmtMultitask.4873,HY-SMT.4882
newstest2019,en-fi,"The starting point for the MoF proposal is that by making the deduction from the forestry's pure capital income, it is possible to prevent forestry capital income losses based on the deduction that then would be deducted elsewhere in taxation.","VM:n esityksessä lähdetään siitä, tekemällä vähennys metsätalouden puhtaasta pääomatulosta estetään se, että sen perusteella tulisi metsätalouden pääomatulon tappiota, joka tulisi vähennettäväksi muussa verotuksessa.","MoF lähtökohtana on se, että tekemällä verovähennys pois metsän puhdasta pääomatuloihin, on mahdollista estää metsätalouden pääomatulot tappioiden vähennyksen perusteella, että silloin olisi vähennettävä muualla.",Sisällä asia henki aikoo osuu vero korvaus tasainen ilman myy hake.,jhu-pbmt.4968,apertium-unconstrained.4769,jhu-pbmt.4968
newstest2019,en-fi,The forest gift deduction is proposed to be made from the pure capital income of the forest owner.,Metsälahjavähennystä esitetään tehtäväksi metsänomistajan puhtaasta pääomatulosta.,Metsälahjavähennyksen ehdottaminen on tehty puhtaalta pääomatulolta metsänomistajalle.,on iso ansio kummalta täysin vähennykset omistaa on vähentää.,HY-HNMT.4961,apertium-unconstrained.4769,HY-HNMT.4961
newstest2019,en-fi,The forest gift deduction is proposed to be made from the pure capital income of the forest owner.,Metsälahjavähennystä esitetään tehtäväksi metsänomistajan puhtaasta pääomatulosta.,Metsän lahjan vähennys on tehtävä puhdasta pääomaa metsänomistajan tuloista.,on iso ansio kummalta täysin vähennykset omistaa on vähentää.,jhu-nmt-lattice-rescore.4903,apertium-unconstrained.4769,jhu-nmt-lattice-rescore.4903
newstest2019,en-fi,The forest gift deduction is proposed to be made from the pure capital income of the forest owner.,Metsälahjavähennystä esitetään tehtäväksi metsänomistajan puhtaasta pääomatulosta.,Metsän lahjan vähennys on tehtävä puhdasta pääomaa metsänomistajan tuloista.,Metsälahjavähennyksen ehdottaminen on tehty puhtaalta pääomatulolta metsänomistajalle.,jhu-nmt-lattice-rescore.4903,HY-HNMT.4961,jhu-nmt-lattice-rescore.4903
newstest2019,en-fi,The forest gift deduction is proposed to be made from the pure capital income of the forest owner.,Metsälahjavähennystä esitetään tehtäväksi metsänomistajan puhtaasta pääomatulosta.,Metsän lahjan vähennys on tehtävä puhdasta pääomaa metsänomistajan tuloista.,Metsien pääoman tulot ehdotetaan metsien vähentämiseksi.,jhu-nmt-lattice-rescore.4903,TALP-UPC.4939,jhu-nmt-lattice-rescore.4903
newstest2019,en-fi,The forest gift deduction is proposed to be made from the pure capital income of the forest owner.,Metsälahjavähennystä esitetään tehtäväksi metsänomistajan puhtaasta pääomatulosta.,Forest lahja vähennysoikeutta ehdotetaan tehdään metsänomistajan puhdasta pääomatulojen.,on iso ansio kummalta täysin vähennykset omistaa on vähentää.,online-A.0,apertium-unconstrained.4769,online-A.0
newstest2019,en-fi,The forest gift deduction is proposed to be made from the pure capital income of the forest owner.,Metsälahjavähennystä esitetään tehtäväksi metsänomistajan puhtaasta pääomatulosta.,Metsän lahjan vähennys on tehtävä puhdasta pääomaa metsänomistajan tuloista.,Forest lahja vähennysoikeutta ehdotetaan tehdään metsänomistajan puhdasta pääomatulojen.,jhu-nmt-lattice-rescore.4903,online-A.0,jhu-nmt-lattice-rescore.4903
newstest2019,en-fi,The forest gift deduction is proposed to be made from the pure capital income of the forest owner.,Metsälahjavähennystä esitetään tehtäväksi metsänomistajan puhtaasta pääomatulosta.,Forest lahja vähennysoikeutta ehdotetaan tehdään metsänomistajan puhdasta pääomatulojen.,Metsien pääoman tulot ehdotetaan metsien vähentämiseksi.,online-A.0,TALP-UPC.4939,online-A.0
newstest2019,en-fi,It is capital income from which all the other deductions have been deducted.,"Se on pääomatuloa, josta on vähennetty kaikki muut vähennykset pois.","Kyse on pääomatuloista, joista kaikki muut vähennykset on vähennetty.","Se on pääomatulot, joista kaikki muut vähennykset on vähennettävä.",AaltoHnmtFlatcat.4798,jhu-nmt-lattice-rescore.4903,AaltoHnmtFlatcat.4798
newstest2019,en-fi,"Generally speaking, the idea of doing a tool such as this to promote forest properties’ generational change is good, commented the Forestry Director Juha Hakkarainen of the Central Union of Agricultural Producers and Forest Owners (MTK).","Ylipäätään ajatus siitä, että tehdään tällainen työkalu, jolla edistetään metsätilojen sukupolvenvaihdoksia, on hyvä, kommentoi Maa- ja metsätaloustuottajain keskusliiton (MTK) metsäjohtaja Juha Hakkarainen.","Yleisesti ottaen ajatus väline kuten tämä edistää metsäomaisuutta sukupolvenvaihdosta on hyvä "", kommentoi metsäjohtaja Juha Hakkarainen taloustuottajain Keskusliiton ja Forest Owners (MTK).","Yleisesti ottaen ajatus tällaisesta välineenä edistää metsien ominaisuuksia ""sukupolvien muutos on hyvä, että metsätalouden johtaja Juha Hakkarainen totesi Keski- ja Forest Owners (Keskusliiton MTK.",HY-SMT.4882,jhu-nmt-lattice-rescore.4903,HY-SMT.4882
newstest2019,en-fi,"Generally speaking, the idea of doing a tool such as this to promote forest properties’ generational change is good, commented the Forestry Director Juha Hakkarainen of the Central Union of Agricultural Producers and Forest Owners (MTK).","Ylipäätään ajatus siitä, että tehdään tällainen työkalu, jolla edistetään metsätilojen sukupolvenvaihdoksia, on hyvä, kommentoi Maa- ja metsätaloustuottajain keskusliiton (MTK) metsäjohtaja Juha Hakkarainen.","Yleisesti ottaen ajatus työvälineestä, jonka tarkoituksena on edistää tällaista välinettä metsien omaisuuden sukupolvien sukupolvien välisen muutoksen edistämiseksi, on hyvä, kommentoi metsätaloutta käsittelevä johtaja Juša Hakkarayn maataloustuottajien ja metsänomistajien liiton (MTK).","Yleisesti ottaen ajatus tällaisesta välineenä edistää metsien ominaisuuksia ""sukupolvien muutos on hyvä, että metsätalouden johtaja Juha Hakkarainen totesi Keski- ja Forest Owners (Keskusliiton MTK.",TALP-UPC.4939,jhu-nmt-lattice-rescore.4903,TALP-UPC.4939
newstest2019,en-fi,"An average forest owner is not able to piece it together, says Hakkarainen.","Keskiverto metsänomistaja ei kykene sitä hahmottamaan, Hakkarainen sanoo.","Keskimääräinen metsänomistaja ei pysty kokoamaan sitä yhteen, Hakkarainen sanoo.","Keskimäärin metsänomistaja ei pysty palasen yhdessä, sanoo Hakkarainen.",online-B.0,HY-SMT.4882,online-B.0
newstest2019,en-fi,"An average forest owner is not able to piece it together, says Hakkarainen.","Keskiverto metsänomistaja ei kykene sitä hahmottamaan, Hakkarainen sanoo.","Keskimääräinen metsänomistaja ei pysty kokoamaan sitä yhteen, Hakkarainen sanoo.","In addition, sanoo, malli/malli- ainoa esittää heikko osa metsästä omistajat.",online-B.0,apertium-unconstrained.4769,online-B.0
newstest2019,en-fi,"An average forest owner is not able to piece it together, says Hakkarainen.","Keskiverto metsänomistaja ei kykene sitä hahmottamaan, Hakkarainen sanoo.","Keskimääräinen metsänomistaja ei pysty kokoamaan sitä yhteen, Hakkarainen sanoo.","An keskimääräinen metsänomistaja ei ole kykenevä piece se yhdessä, sanoo Hakkarainen.",online-B.0,HY-AH.4797,online-B.0
newstest2019,en-fi,"An average forest owner is not able to piece it together, says Hakkarainen.","Keskiverto metsänomistaja ei kykene sitä hahmottamaan, Hakkarainen sanoo.","Keskimäärin metsänomistaja ei pysty palasen yhdessä, sanoo Hakkarainen.","In addition, sanoo, malli/malli- ainoa esittää heikko osa metsästä omistajat.",HY-SMT.4882,apertium-unconstrained.4769,HY-SMT.4882
newstest2019,en-fi,"In addition, he says, the model only affects a small part of forest owners.",Lisäksi malli koskee hänen mukaansa vain pientä osaa metsänomistajista.,"Lisäksi hän sanoo, että malli vaikuttaa vain pieneen osaan metsänomistajille.",kosii raja verosta vähennys että on sidottu metsälle hyödyt on 40 000 eurot.,online-B.0,apertium-unconstrained.4769,online-B.0
newstest2019,en-fi,Federal tax rates have become an issue in the presidential election.,Liittovaltion veroprosenteista on tullut ongelma presidentinvaaleissa.,Liittovaltion veroasteista on tullut kysymys presidentinvaaleissa.,Clinton omistaa takaa ohje niminen takana billionaire sijoittaja Warren Buffett että aikoo takaa on enemmänkuin $1 miljoona vuonna ansio vero taso koskien ainakin 30 prosentillisesti.,online-B.0,apertium-unconstrained.4769,online-B.0
newstest2019,en-fi,Federal tax rates have become an issue in the presidential election.,Liittovaltion veroprosenteista on tullut ongelma presidentinvaaleissa.,Liittovaltion verokannoista on tullut kysymys presidentinvaaleissa.,Clinton omistaa takaa ohje niminen takana billionaire sijoittaja Warren Buffett että aikoo takaa on enemmänkuin $1 miljoona vuonna ansio vero taso koskien ainakin 30 prosentillisesti.,AaltoHnmtFlatcat.4798,apertium-unconstrained.4769,AaltoHnmtFlatcat.4798
newstest2019,en-fi,Federal tax rates have become an issue in the presidential election.,Liittovaltion veroprosenteista on tullut ongelma presidentinvaaleissa.,Liittovaltion veroja on tullut presidentinvaaleissa.,Clinton omistaa takaa ohje niminen takana billionaire sijoittaja Warren Buffett että aikoo takaa on enemmänkuin $1 miljoona vuonna ansio vero taso koskien ainakin 30 prosentillisesti.,jhu-pbmt.4968,apertium-unconstrained.4769,jhu-pbmt.4968
newstest2019,en-fi,"Clinton has pounced on the issue, releasing an online video on Friday highlighting high-profile Republicans urging Trump to release his taxes.","Clinton on tarttunut ongelmaan julkaisten perjantaina verkkovideon, jossa tuotiin esille näkyviä republikaaneja, jotka kehottavat Trumpia julkaisemaan veronsa.","Clinton on paneutunut asiaan, vapauttakaa perjantaina verkossa julkaistu video, jossa korostetaan korkean tason profiilia, jossa kehotetaan Trumpia vapauttamaan veronsa.","Clinton on Kongon asiasta nettivideosta, jossa korkean profiilin perjantaina republikaanien Trump kehottaa vapauttamaan veronsa.",AaltoHnmtFlatcat.4798,HY-SMT.4882,AaltoHnmtFlatcat.4798
newstest2019,en-fi,"Clinton has pounced on the issue, releasing an online video on Friday highlighting high-profile Republicans urging Trump to release his taxes.","Clinton on tarttunut ongelmaan julkaisten perjantaina verkkovideon, jossa tuotiin esille näkyviä republikaaneja, jotka kehottavat Trumpia julkaisemaan veronsa.","Clinton on paneutunut asiaan, vapauttakaa perjantaina verkossa julkaistu video, jossa korostetaan korkean tason profiilia, jossa kehotetaan Trumpia vapauttamaan veronsa.","Clinton on ahnaat aiheesta, vapauttanut verkossa video perjantaina korostaen korkean profiilin republikaanit kehottaneet Trump vapauttamaan veronsa.",AaltoHnmtFlatcat.4798,jhu-nmt-lattice-rescore.4903,AaltoHnmtFlatcat.4798
newstest2019,en-fi,"Clinton has pounced on the issue, releasing an online video on Friday highlighting high-profile Republicans urging Trump to release his taxes.","Clinton on tarttunut ongelmaan julkaisten perjantaina verkkovideon, jossa tuotiin esille näkyviä republikaaneja, jotka kehottavat Trumpia julkaisemaan veronsa.","Clinton on pounced kysymys, vapauttaen online video perjantai korostaa korkean profiilin Republikaanit Trump kehottaa vapauttamaan hänen verot.","Clinton on Kongon asiasta nettivideosta, jossa korkean profiilin perjantaina republikaanien Trump kehottaa vapauttamaan veronsa.",online-G.0,HY-SMT.4882,online-G.0
newstest2019,en-fi,"On Thursday, she raised the issue during an economic speech in Michigan.",Torstaina hän nosti ongelman esiin talouspuheessaan Michiganissa.,Torstaina hän nosti asian esiin talouspuheen aikana Michiganissa.,Torstaina hän herätti kysymyksen talouspuheen aikana Michiganissa.,AaltoHnmtMultitask.4873,HY-AH.4797,AaltoHnmtMultitask.4873
newstest2019,en-fi,"On Thursday, she raised the issue during an economic speech in Michigan.",Torstaina hän nosti ongelman esiin talouspuheessaan Michiganissa.,Hän otti asian esille torstaina Michiganin talouspuheen aikana.,Torstaina hän herätti kysymyksen talouspuheen aikana Michiganissa.,TALP-UPC.4939,HY-AH.4797,TALP-UPC.4939
newstest2019,en-fi,"On Thursday, Trump's special counsel, Michael Cohen, told CNN he would not allow Trump to release them until the audits are complete.","Torstaina Trumpin erityisavustaja, Michael Cohen, kertoi CNN:lle, että hän ei salli Trumpin julkaisevan niitä ennen kuin tilintarkastukset ovat valmiina.","Torstaina Trumpin erityinen neuvo, Michael Cohen, kertoi CNN hän ei sallii Trumpin vapauttaisi niitä kunnes tilintarkastukset ovat valmiit.","Torstaina Trumpin erityistä avustajaa, Michael Cohen, kertoi CNN, hän ei salli Trump vapauttamaan heidät, ennen kuin tarkastukset on suoritettu.",HY-AH.4797,online-A.0,HY-AH.4797
newstest2019,en-fi,"Trump's critics, including 2012 Republican presidential candidate Mitt Romney and other fellow Republicans, have said his refusal raises questions about his net worth, his charitable contributions, his business dealings and various other ties, including with Russia.","Trumpin kriitikot, mukaan lukien vuoden 2012 republikaanien presidenttiehdokas Mitt Romney ja muut republikaanikollegat, ovat sanoneet, että hänen kieltäytymisensä herättää kysymyksiä hänen pääomastaan, hänen lahjoituksistaan hyväntekeväisyyteen, hänen liiketoimistaan sekä lukuisista muista siteistä esimerkiksi Venäjään.","Trump:n kriitikot, myös 2012 republikaanien presidenttiehdokas Mitt Romney ja muut republikaanit, ovat sanoneet hänen kieltäytymisensä herättää kysymyksiä hänen nettovarallisuus, hyväntekeväisyysjärjestöille, hänen liiketoimintaan ja useita muita siteitä, myös Venäjän kanssa.","Trump kritisoiville, myös 2012 republikaanien presidenttiehdokas Mitt Romney ja muut republikaanit, sanoivat, ettei hän suostu pohtimaan hänen nettovarallisuus, hänen hurskas, hänen liiketoimintaan ja monia muita suhteita Venäjän kanssa.",jhu-nmt-lattice-rescore.4903,jhu-pbmt.4968,jhu-nmt-lattice-rescore.4903
